species_key,occurrence_count,scientific_name
2199288,2260,Astacilla dilatata
2211487,2252,Porcellionides cingendus
2208537,2249,Hyloniscus riparius
4311112,2249,Grimothea gregaria
4310087,2242,Philocheras echinulatus
5178580,2242,Portunus sanguinolentus
2218140,2235,Protomedeia fasciata
4313350,2218,Apseudopsis mediterraneus
2209068,2216,Trachelipus ratzeburgii
2218876,2202,Bathymedon longimanus
4311935,2198,Dardanus calidus
2225976,2196,Sergestes atlanticus
12207577,2190,Acetes petrunkevitchi
5178346,2181,Galathea nexa
2223101,2176,Aristaeomorpha foliacea
2222495,2168,Chlorotocus crassicornis
2217684,2166,Cyphocaris challengeri
2226132,2157,Alpheus heterochaelis
2229068,2146,Pseudosphyrapus anomalus
5716128,2143,Carcinus aestuarii
5177812,2132,Lysianassa plumosa
5178293,2130,Sabinea septemcarinata
4307400,2105,Bathynectes maravigna
2221504,2088,Sarsinebalia typhlops
5177646,2082,Hyperia galba
2222357,2078,Pandalus goniurus
2228561,2069,Tanaissus lilljeborgi
4309406,2062,Thenus australiensis
2203750,2061,Armadillidium pictum
5971231,2055,Hyas alutaceus
2220800,2049,Praunus inermis
2221586,2046,Halicarcinus planatus
2214833,2043,Campylaspis costata
5178080,2041,Caprella linearis
2226673,2037,Pugettia gracilis
8365514,2035,Pallaseopsis quadrispinosa
4310313,1996,Petrolisthes elongatus
2226301,1994,Spirontocaris spinus
4311018,1988,Munida intermedia
4304394,1979,Nyctiphanes couchii
2226308,1977,Spirontocaris lilljeborgii
4312981,1975,Akanthophoreus gracilis
2226277,1961,Ogyrides alphaerostris
2217147,1957,Leptophoxus falcatus
5970948,1955,Polycheles typhlops
5177883,1951,Byblis crassicornis
6284432,1946,Porcellio monticola
2199606,1941,Leptanthura tenuis
4382787,1941,Cardisoma carnifex
6098926,1940,Haplophthalmus mengii
5178367,1939,Calappa granulata
2225907,1926,Acetes erythraeus
2226539,1922,Eurynome aspera
2209541,1920,Philoscia affinis
2223250,1920,Sicyonia carinata
4310089,1914,Philocheras sculptus
2222830,1900,Jaxea nocturna
4314465,1882,Pseudoprotella phasma
2215275,1879,Bodotria pulchella
4315682,1876,Ampelisca eschrichtii
5178003,1871,Leucothoe spinicarpa
2226509,1863,Eualus gaimardii
2202908,1862,Nesodillo plasticus
2225797,1857,Brachynotus sexdentatus
4315760,1855,Echinogammarus berilloni
2218259,1835,Socarnes erythrophthalmus
5176082,1835,Eluma caelata
2218546,1832,Talitrus saltator
2219492,1819,Ampelisca armoricana
2227981,1817,Nyctiphanes australis
6454110,1817,Allosergestes sargassi
5971897,1813,Ocypode gaudichaudii
2222500,1810,Atlantopandalus propinqvus
6454174,1795,Parasergestes vigilax
2202347,1793,Armadillo officinalis
2215994,1792,Abludomelita gladiosa
2227587,1784,Carpilius corallinus
5177841,1778,Leptocheirus pectinatus
4311791,1773,Clibanarius virescens
8199191,1773,Hippomedon propinqvus
2227405,1771,Cambarus latimanus
2219294,1770,Ericthonius brasiliensis
5177932,1767,Anonyx nugax
2226638,1766,Chionoecetes tanneri
2199497,1758,Calathura brachiata
2222524,1750,Lipkius holthuisi
2219643,1749,Tmetonyx similis
